-1,02364810370284
-0,495192787776874
0,485403872289415
0,115506769361713
0,545170841993276
2,01340817618627
-0,474877630696058
-1,19403682638927
0,41427042822181
-1,60620620560369
0,649035592654519
0,4085031491154
-0,033376564489716
1,17377475813712
0,165468255129683
-0,041955946460181
1,06536786167726
-1,04497663286032
-1,96034512399903
-0,794080450631231
-1,37961539525781
-0,900945175863414
-0,757612702566174
-0,359148565127489
0,0595455604887565
0,569693645493388
-1,18882102239436
-0,0623488065998214
-0,934734315408003
0,963241793912953
-1,27065094928439
-0,0650454959559059
-0,729184575677314
0,757119732424046
0,584300381147284
0,975601795146579
0,0621812651887498
-1,05614173442111
0,333974553705543
0,797298504029171
0,379777153020537
0,445079181570714
-0,667716291743386
0,0693719407087069
0,506853877954151
0,0649534406995154
-0,0642303298740746
-0,42374387092035
1,39986300685123
0,307988861304791
0,421445358022526
-0,815345405164234
-1,87524311665874
-2,16655581112065
-1,28677445924771
-0,00421827097357118
0,725470659536976
-0,344259732350724
-0,0843595251874423
0,387385462410782
0,330636435050222
-1,36415371311475
-0,494216089971256
-0,382157254447468
1,78768185083556
0,209339855635667
0,396260737087206
-0,765895130661703
2,07944628316104
0,299048480985326
1,33083201265343
1,56147579632031
1,27683958985063
1,62935589499131
1,12984135408164
1,20863330430147
-1,44120735076661
-1,09458537810657
0,153611659234252
-0,0693481375129682
-0,280816958886267
0,680727341021119
0,730162640800771
0,399288020998511
0,536678971246076
-0,958781210694927
0,453470423035464
0,223865691192796
-2,46169037802011
-1,00630463520233
2,36481067517042
-0,937437432897793
-2,98020067837271
-0,378992676993397
-0,293929166113631
0,463749725753128
-0,7869587450961
-0,146868473116565
-1,46461071640249
-0,00119927141546271
1,78551432109989
1,8602146761963
0,984653035265001
-0,643245484969711
0,435765012175865
-1,06338017996394
-0,827036070569597
-0,491409766799369
-0,131307032968478
0,888298460039366
0,629535317928755
-0,206112131924816
-1,26578964312912
-1,90445671748882
1,06301601242142
-0,762617297893509
-0,0708603603976641
-0,206692803639365
-0,117983405012744
-0,148468631666556
-0,703367513808512
-0,0785229768033635
1,50223277630328
-0,592274700150436
-1,13688201414037
0,781907057358147
1,04094110251162
-1,26714691536313
-0,885965092884696
0,453489733193364
0,562018345101922
0,922150765429842
-0,323935248114547
-0,820786681978224
-1,44815653958531
0,719690858404328
0,621525809343577
1,52917026848107
-0,984816391056634
-0,757303247366501
-2,98694741502981
-1,09656389419201
0,395624259117466
1,14973616001342
1,44182072339378
0,884036375633268
-0,0425671202833681
0,471248984126727
-1,03983000984227
-1,00600501528866
0,974878074643712
0,143941357684419
-0,671307073428697
-1,01993679674396
0,00513343430488503
0,739831353511149
2,31568876981791
0,234236594031553
-0,479890848044546
-0,411567555057092
0,0166581941091056
-1,77331848283419
-0,804889201698344
-0,89417337747949
-0,898495322443085
0,126660516894478
-1,50164994008574
-0,523310642055157
-1,63740202399901
-0,174908328261345
-0,763973723509366
2,02317589470841
-2,69381679142682
-0,551160999170092
-0,473804891765052
-0,134009112731954
0,768586201600402
-1,19942233127457
-0,891864802757613
-1,32499732377675
-0,572155207571446
0,555859390279032
-0,327555035862324
-1,91300722542837
-0,361420714450635
-0,92182434629369
2,4568938917649
0,066271125152521
0,456613603704709
-0,234210203216611
1,41430950366598
1,10414481564948
0,19384227774214
1,08043268059429
-0,527453389227918
1,54979090735618
-0,643972118945184
1,33998776146458
0,224274307832277
0,278755395053273
1,46879905891122
-0,0339893336846904
1,80012504886754
-0,765364692493211
1,47672459925785
1,73030723394856
0,0965409705133966
-1,54138506774584
0,218732390175475
0,602434778540845
-1,10069230736017
0,238003929466204
-1,68271468762552
-0,942950281090972
-0,26355339912715
0,80433973604828
-0,743821269086487
0,30231967088706
0,0758325566125943
-0,792919665164358
0,115614229906165
0,403167186297183
0,319981605957373
2,26820533975728
-1,39562104430912
1,04081879780495
1,25328360410529
-0,566093950153882
-0,744791706855849
-0,344074284582131
1,90365168902229
1,42887018275398
1,36593300257295
-1,05362757891326
-0,449866704625244
0,36635641704113
1,24184799103834
0,967526434342107
1,20687748944043
-0,475736595916702
0,0163360213292512
0,648246159088305
0,204791897432838
-1,37539365589011
-0,959168535209984
-1,76693122081209
1,00294666057257
-0,750099594975316
1,60580913162101
0,16957795088114
-1,20875485193715
-1,38448395458464
